Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
1515,10.433,,,,787.6201,7623,-1,Negative,,,,,788.6274,(M-H)-,,,,,,
1516,7.173,,,,766.5383,7618,-1,Negative,,,,,767.5456,(M-H)-,,,,,,
1517,0.586,,,,1013.5805,7615,-1,Negative,,,,,1014.5878,(M-H)-,,,,,,
1518,14.467,,,,1418.1007,7588,-1,Negative,,,,,1419.1080,(M-H)-,,,,,,
1519,0.611,,,,547.2931,7585,-1,Negative,,,,,548.3004,(M-H)-,,,,,,
1520,0.652,,,,219.0600,7581,-1,Negative,,,,,220.0673,(M-H)-,,,,,,
1521,13.980,,,,1447.9631,7580,-1,Negative,,,,,1448.9704,(M-H)-,,,,,,
1522,5.332,,,,1069.4657,7580,-1,Negative,,,,,1070.4729,(M-H)-,,,,,,
1523,10.338,,,,1016.7259,7577,-1,Negative,,,,,1017.7332,(M-H)-,,,,,,
1524,8.273,,,,832.5112,7574,-1,Negative,,,,,833.5185,(M-H)-,,,,,,
1525,10.620,,,,951.6891,7573,-1,Negative,,,,,952.6964,(M-H)-,,,,,,
1526,8.061,,,,923.5654,7573,-1,Negative,,,,,924.5727,(M-H)-,,,,,,
1527,0.594,,,,487.2375,7568,-1,Negative,,,,,488.2448,(M-H)-,,,,,,
1528,12.581,,,,1491.9289,7566,-1,Negative,Cardiolipin,CL 76:14,,C85H138O17P2,1492.9409,(M-H)-,1491.9336,-3.2,3.2,77.92,CL 76:14,29,,
1529,4.862,,,,923.5055,7559,-1,Negative,,,,,924.5128,(M-H)-,,,,,,
1530,10.631,,,,768.5963,7553,-1,Negative,,,,,769.6036,(M-H)-,,,,,,
1531,9.987,,,,805.6430,7552,-1,Negative,,,,,806.6503,(M-H)-,,,,,,
1532,8.886,,,,690.5083,7550,-1,Negative,Phosphatidylethanolamine,PE 16:0_16:0,,C37H74NO8P,691.5152,(M-H)-,690.5079,0.5,0.5,86.00,PE 32:0,1,PE 16:0/16:0,100.0
1533,8.107,,,,908.5665,7538,-1,Negative,,,,,909.5738,(M-H)-,,,,,,
1534,9.783,,,,828.5910,7538,-1,Negative,,,,,829.5983,(M-H)-,,,,,,
1535,9.907,,,,838.5578,7538,-1,Negative,,,,,839.5651,(M-H)-,,,,,,
1536,5.828,,,,580.2148,7535,-1,Negative,,,,,581.2221,(M-H)-,,,,,,
1537,7.002,,,,883.5043,7516,-2,Negative,,,,,1769.0231,(M-2H)-2,,,,,,
1538,0.599,,,,352.0765,7503,-1,Negative,,,,,353.0838,(M-H)-,,,,,,
1539,12.030,,,,887.7221,7491,-1,Negative,,,,,888.7294,(M-H)-,,,,,,
1540,2.066,,,,434.2371,7489,-1,Negative,,,,,435.2444,(M-H)-,,,,,,
1541,6.829,,,,818.5545,7480,-1,Negative,,,,,819.5617,(M-H)-,,,,,,
1542,0.679,,,,329.2336,7478,-1,Negative,,,,,330.2409,(M-H)-,,,,,,
1543,11.485,,,,992.6625,7473,-1,Negative,,,,,993.6698,(M-H)-,,,,,,
1544,0.633,,,,435.9583,7467,-1,Negative,,,,,436.9655,(M-H)-,,,,,,
1545,5.028,,,,762.5374,7467,-1,Negative,,,,,763.5447,(M-H)-,,,,,,
1546,2.810,,,,1087.6936,7464,-1,Negative,,,,,1088.7009,(M-H)-,,,,,,
1547,3.925,,,,391.2622,7460,-1,Negative,,,,,392.2694,(M-H)-,,,,,,
1548,10.153,,,,870.6276,7460,-1,Negative,,,,,871.6349,(M-H)-,,,,,,
1549,2.330,,,,608.3175,7458,-1,Negative,,,,,609.3248,(M-H)-,,,,,,
1550,8.161,,,,808.5108,7455,-1,Negative,,,,,809.5181,(M-H)-,,,,,,
1551,0.746,,,,585.3275,7448,-1,Negative,,,,,586.3348,(M-H)-,,,,,,
1552,3.721,,,,459.2958,7448,-1,Negative,,,,,460.3030,(M-H)-,,,,,,
1553,14.556,,,,948.8523,7432,-1,Negative,,,,,949.8595,(M-H)-,,,,,,
1554,14.295,,,,1442.0097,7422,-1,Negative,,,,,1443.0170,(M-H)-,,,,,,
1555,9.448,,,,673.4812,7418,-1,Negative,Phosphatidylmethanol,PMeOH 16:0_17:1,,C37H71O8P,674.4887,(M-H)-,673.4814,-0.3,0.3,63.46,PMeOH 33:1,1,PMeOH 16:0/17:1,100.0
1556,10.025,,,,656.5831,7417,-1,Negative,Ceramide alpha-hydroxy fatty acid-dihydrosphingosine,Cer_ADS d38:0,,C38H77NO4,611.5853,(M+CHO2)-,656.5835,-0.5,0.5,79.15,Cer_ADS d38:0,2,,
1557,9.076,,,,942.6070,7409,-1,Negative,,,,,943.6143,(M-H)-,,,,,,
1558,0.600,,,,494.2585,7384,-1,Negative,,,,,495.2658,(M-H)-,,,,,,
1559,5.121,,,,493.3354,7381,-1,Negative,,,,,494.3427,(M-H)-,,,,,,
1560,14.365,,,,1482.0419,7377,-1,Negative,,,,,1483.0492,(M-H)-,,,,,,
1561,1.044,,,,617.2724,7370,-1,Negative,,,,,618.2797,(M-H)-,,,,,,
1562,1.826,,,,1019.6103,7363,-1,Negative,,,,,1020.6176,(M-H)-,,,,,,
1563,9.309,,,,858.3692,7356,-1,Negative,,,,,859.3765,(M-H)-,,,,,,
1564,8.249,,,,760.5160,7354,-1,Negative,,,,,761.5233,(M-H)-,,,,,,
1565,13.779,,,,1450.9816,7352,-1,Negative,,,,,1451.9889,(M-H)-,,,,,,
1566,7.248,,,,866.5912,7347,-1,Negative,,,,,867.5985,(M-H)-,,,,,,
1567,8.635,,,,922.5788,7343,-1,Negative,,,,,923.5860,(M-H)-,,,,,,
1568,5.150,,,,620.4566,7317,-1,Negative,,,,,621.4639,(M-H)-,,,,,,
1569,15.158,,,,530.9672,7310,-1,Negative,,,,,531.9744,(M-H)-,,,,,,
1570,11.278,,,,849.6616,7291,-1,Negative,,,,,850.6688,(M-H)-,,,,,,
1571,7.138,,,,907.5330,7282,-1,Negative,Phosphatidylinositol,PI 18:1_22:6,,C49H81O13P,908.5415,(M-H)-,907.5342,-1.4,1.4,64.30,PI 40:7,1,PI 18:1/22:6,100.0
1572,3.252,,,,369.2048,7278,-1,Negative,,,,,370.2121,(M-H)-,,,,,,
1573,6.708,,,,816.5183,7268,-1,Negative,,,,,817.5256,(M-H)-,,,,,,
1574,11.856,,,,708.6509,7261,-1,Negative,,,,,709.6581,(M-H)-,,,,,,
1575,8.162,,,,1460.0670,7260,-1,Negative,,,,,1461.0743,(M-H)-,,,,,,
1576,14.165,,,,928.8336,7250,-1,Negative,,,,,929.8408,(M-H)-,,,,,,
1577,0.537,,,,292.0581,7246,-1,Negative,,,,,293.0654,(M-H)-,,,,,,
1578,7.217,,,,1449.9898,7223,-1,Negative,,,,,1450.9971,(M-H)-,,,,,,
1579,5.399,,,,479.3567,7222,-1,Negative,,,,,480.3639,(M-H)-,,,,,,
1580,4.445,,,,760.5190,7218,-1,Negative,,,,,761.5263,(M-H)-,,,,,,
1581,10.598,,,,840.5734,7212,-1,Negative,,,,,841.5807,(M-H)-,,,,,,
1582,10.898,,,,835.6456,7197,-1,Negative,,,,,836.6529,(M-H)-,,,,,,
1583,0.609,,,,213.1136,7187,-1,Negative,,,,,214.1209,(M-H)-,,,,,,
1584,3.102,,,,557.2368,7184,-1,Negative,,,,,558.2440,(M-H)-,,,,,,
1585,6.909,,,,925.5052,7180,-1,Negative,,,,,926.5125,(M-H)-,,,,,,
1586,3.288,,,,552.3669,7172,-1,Negative,,,,,553.3742,(M-H)-,,,,,,
1587,7.354,,,,840.5743,7170,-1,Negative,,,,,841.5816,(M-H)-,,,,,,
1588,4.953,,,,872.4934,7167,-1,Negative,,,,,873.5007,(M-H)-,,,,,,
1589,11.400,,,,1063.6525,7161,-1,Negative,,,,,1064.6598,(M-H)-,,,,,,
1590,6.677,,,,871.5491,7158,-1,Negative,,,,,872.5564,(M-H)-,,,,,,
1591,10.471,,,,670.5986,7158,-1,Negative,,,,,671.6059,(M-H)-,,,,,,
1592,3.867,,,,684.2712,7144,-1,Negative,,,,,685.2785,(M-H)-,,,,,,
1593,15.117,,,,154.9739,7139,-1,Negative,,,,,155.9811,(M-H)-,,,,,,
1594,7.892,,,,860.5804,7137,-1,Negative,,,,,861.5876,(M-H)-,,,,,,
1595,7.241,,,,1473.9895,7133,-1,Negative,,,,,1474.9968,(M-H)-,,,,,,
1596,9.626,,,,923.6466,7130,-1,Negative,,,,,924.6539,(M-H)-,,,,,,
1597,6.549,,,,810.5277,7129,-1,Negative,,,,,811.5350,(M-H)-,,,,,,
1598,0.853,,,,613.2986,7128,-1,Negative,,,,,614.3058,(M-H)-,,,,,,
1599,4.392,,,,391.2082,7127,-1,Negative,,,,,392.2155,(M-H)-,,,,,,
1600,6.989,,,,760.4922,7120,-1,Negative,,,,,761.4995,(M-H)-,,,,,,
1601,7.857,,,,742.5390,7109,-1,Negative,Phosphatidylethanolamine,PE 18:0_18:2,,C41H78NO8P,743.5465,(M-H)-,742.5392,-0.3,0.3,89.46,PE 36:2,1,PE 18:0/18:2,100.0
1602,4.468,,,,367.2853,7108,-1,Negative,,,,,368.2926,(M-H)-,,,,,,
1603,1.340,,,,1239.5835,7092,-1,Negative,,,,,1240.5908,(M-H)-,,,,,,
1604,0.539,,,,586.2012,7091,-1,Negative,,,,,587.2085,(M-H)-,,,,,,
1605,6.605,,,,778.5024,7081,-1,Negative,,,,,779.5097,(M-H)-,,,,,,
1606,4.962,,,,667.3396,7080,-1,Negative,,,,,668.3468,(M-H)-,,,,,,
1607,6.485,,,,890.5165,7079,-1,Negative,,,,,891.5238,(M-H)-,,,,,,
1608,5.861,,,,619.4212,7073,-1,Negative,,,,,620.4285,(M-H)-,,,,,,
1609,4.100,,,,267.2330,7068,-1,Negative,,,,,268.2402,(M-H)-,,,,,,
1610,8.575,,,,904.5314,7061,-1,Negative,,,,,905.5387,(M-H)-,,,,,,
1611,13.814,,,,1165.3646,7051,-1,Negative,,,,,1166.3719,(M-H)-,,,,,,
1612,5.314,,,,606.3835,7042,-1,Negative,,,,,607.3908,(M-H)-,,,,,,
1613,11.049,,,,936.6757,7032,-1,Negative,,,,,937.6830,(M-H)-,,,,,,
1614,6.149,,,,710.4251,7029,-1,Negative,,,,,711.4323,(M-H)-,,,,,,
1615,14.311,,,,916.8326,7029,-1,Negative,,,,,917.8399,(M-H)-,,,,,,
1616,9.378,,,,681.5120,7025,-1,Negative,,,,,682.5193,(M-H)-,,,,,,
1617,7.453,,,,944.5631,7025,-1,Negative,,,,,945.5704,(M-H)-,,,,,,
1618,6.840,,,,614.4818,7018,-1,Negative,,,,,615.4891,(M-H)-,,,,,,
1619,11.155,,,,734.6312,7005,-1,Negative,,,,,735.6385,(M-H)-,,,,,,
1620,4.554,,,,786.4920,7002,-1,Negative,,,,,787.4993,(M-H)-,,,,,,
1621,8.870,,,,874.5814,7002,-1,Negative,,,,,875.5887,(M-H)-,,,,,,
1622,9.382,,,,772.5497,7000,-1,Negative,,,,,773.5570,(M-H)-,,,,,,
1623,5.316,,,,950.4776,6997,-1,Negative,,,,,951.4849,(M-H)-,,,,,,
1624,0.881,,,,400.2159,6983,-1,Negative,,,,,401.2232,(M-H)-,,,,,,
1625,3.162,,,,1221.6288,6982,-1,Negative,,,,,1222.6361,(M-H)-,,,,,,
1626,8.563,,,,599.5014,6979,-1,Negative,,,,,600.5086,(M-H)-,,,,,,
1627,11.713,,,,681.6418,6965,-1,Negative,,,,,682.6491,(M-H)-,,,,,,
1628,11.483,,,,758.4431,6960,-1,Negative,,,,,759.4504,(M-H)-,,,,,,
1629,14.590,,,,325.1843,6959,-1,Negative,,,,,326.1916,(M-H)-,,,,,,
1630,3.504,,,,271.2280,6919,-1,Negative,,,,,272.2353,(M-H)-,,,,,,
1631,10.063,,,,953.6190,6917,-1,Negative,,,,,954.6263,(M-H)-,,,,,,
1632,9.595,,,,746.5846,6916,-1,Negative,,,,,747.5919,(M-H)-,,,,,,
1633,5.835,,,,846.5291,6915,-1,Negative,Phosphatidylcholine,PC 18:3_20:5,,C46H76NO8P,801.5309,(M+CHO2)-,846.5291,0.0,0.0,73.94,PC 38:8,4,PC 18:3/20:5,35.8
1634,14.339,,,,311.1688,6910,-1,Negative,,,,,312.1761,(M-H)-,,,,,,
1635,9.854,,,,626.5472,6895,-1,Negative,,,,,627.5544,(M-H)-,,,,,,
1636,7.875,,,,899.5652,6893,-1,Negative,Phosphatidylinositol,PI 19:0_20:4,,C48H85O13P,900.5728,(M-H)-,899.5655,-0.4,0.4,89.12,PI 39:4,1,PI 19:0/20:4,100.0
1637,3.651,,,,525.1778,6893,-1,Negative,,,,,526.1851,(M-H)-,,,,,,
1638,10.543,,,,847.6474,6875,-1,Negative,,,,,848.6546,(M-H)-,,,,,,
1639,10.510,,,,735.5887,6855,-1,Negative,,,,,736.5960,(M-H)-,,,,,,
1640,5.168,,,,556.3795,6853,-1,Negative,,,,,557.3868,(M-H)-,,,,,,
1641,0.602,,,,659.3434,6847,-1,Negative,,,,,660.3507,(M-H)-,,,,,,
1642,1.223,,,,293.0869,6836,-1,Negative,,,,,294.0942,(M-H)-,,,,,,
1643,7.185,,,,265.1480,6835,-1,Negative,,,,,266.1553,(M-H)-,,,,,,
1644,11.200,,,,610.5603,6826,-1,Negative,,,,,611.5676,(M-H)-,,,,,,
1645,10.950,,,,1049.6373,6820,-1,Negative,,,,,1050.6445,(M-H)-,,,,,,
1646,11.293,,,,799.6715,6806,-1,Negative,,,,,800.6788,(M-H)-,,,,,,
1647,5.346,,,,995.4601,6804,-1,Negative,,,,,996.4674,(M-H)-,,,,,,
1648,13.791,,,,1153.3692,6790,-1,Negative,,,,,1154.3764,(M-H)-,,,,,,
1649,11.304,,,,710.6296,6774,-1,Negative,,,,,711.6368,(M-H)-,,,,,,
1650,3.651,,,,531.1951,6762,-1,Negative,,,,,532.2024,(M-H)-,,,,,,
1651,3.795,,,,826.5964,6751,-1,Negative,,,,,827.6037,(M-H)-,,,,,,
1652,0.610,,,,431.2288,6736,-1,Negative,,,,,432.2361,(M-H)-,,,,,,
1653,9.957,,,,1265.8105,6735,-1,Negative,,,,,1266.8178,(M-H)-,,,,,,
1654,6.070,,,,905.5178,6734,-1,Negative,Phosphatidylinositol,PI 20:4_20:4,,C49H79O13P,906.5258,(M-H)-,905.5186,-0.8,0.8,87.63,PI 40:8,1,PI 20:4/20:4,100.0
1655,0.488,,,,433.0565,6723,-1,Negative,,,,,434.0638,(M-H)-,,,,,,
1656,1.774,,,,528.3094,6710,-1,Negative,,,,,529.3166,(M-H)-,,,,,,
1657,0.653,,,,393.1914,6705,-1,Negative,,,,,394.1987,(M-H)-,,,,,,
1658,6.706,,,,774.2766,6703,-1,Negative,,,,,775.2838,(M-H)-,,,,,,
1659,6.472,,,,892.5324,6703,-1,Negative,,,,,893.5397,(M-H)-,,,,,,
1660,7.128,,,,766.5031,6701,-1,Negative,,,,,767.5104,(M-H)-,,,,,,
1661,7.484,,,,797.5330,6693,-1,Negative,,,,,798.5403,(M-H)-,,,,,,
1662,9.327,,,,848.5414,6686,-1,Negative,,,,,849.5487,(M-H)-,,,,,,
1663,1.423,,,,253.1807,6682,-1,Negative,,,,,254.1880,(M-H)-,,,,,,
1664,11.981,,,,794.6485,6648,-1,Negative,,,,,795.6558,(M-H)-,,,,,,
1665,10.129,,,,774.6169,6645,-1,Negative,,,,,775.6242,(M-H)-,,,,,,
1666,3.711,,,,472.3641,6644,-1,Negative,,,,,473.3714,(M-H)-,,,,,,
1667,5.957,,,,672.4486,6644,-1,Negative,,,,,673.4559,(M-H)-,,,,,,
1668,4.408,,,,242.9435,6636,-1,Negative,,,,,243.9508,(M-H)-,,,,,,
1669,9.853,,,,864.6232,6623,-1,Negative,,,,,865.6305,(M-H)-,,,,,,
1670,13.197,,,,311.1687,6617,-1,Negative,,,,,312.1759,(M-H)-,,,,,,
1671,11.484,,,,895.7003,6614,-1,Negative,,,,,896.7076,(M-H)-,,,,,,
1672,0.586,,,,484.2740,6612,-1,Negative,,,,,485.2813,(M-H)-,,,,,,
1673,14.351,,,,1493.9657,6610,-1,Negative,,,,,1494.9730,(M-H)-,,,,,,
1674,2.555,,,,506.3248,6598,-1,Negative,,,,,507.3321,(M-H)-,,,,,,
1675,0.467,,,,955.9720,6598,-1,Negative,,,,,956.9793,(M-H)-,,,,,,
1676,16.027,,,,644.9600,6596,-1,Negative,,,,,645.9672,(M-H)-,,,,,,
1677,11.335,,,,940.6710,6588,-1,Negative,,,,,941.6782,(M-H)-,,,,,,
1678,10.374,,,,1072.7365,6586,-1,Negative,,,,,1073.7438,(M-H)-,,,,,,
1679,14.364,,,,325.1844,6571,-1,Negative,,,,,326.1917,(M-H)-,,,,,,
1680,9.031,,,,924.5953,6565,-1,Negative,,,,,925.6026,(M-H)-,,,,,,
1681,7.026,,,,686.4765,6552,-1,Negative,,,,,687.4838,(M-H)-,,,,,,
1682,4.079,,,,299.2593,6552,-1,Negative,,,,,300.2666,(M-H)-,,,,,,
1683,1.172,,,,518.9672,6545,-1,Negative,,,,,519.9745,(M-H)-,,,,,,
1684,10.833,,,,704.6195,6536,-1,Negative,,,,,705.6267,(M-H)-,,,,,,
1685,10.516,,,,821.6303,6535,-1,Negative,,,,,822.6376,(M-H)-,,,,,,
1686,2.154,,,,607.2420,6531,-1,Negative,,,,,608.2493,(M-H)-,,,,,,
1687,4.465,,,,297.1530,6500,-1,Negative,,,,,298.1603,(M-H)-,,,,,,
1688,3.922,,,,347.2207,6494,-1,Negative,,,,,348.2280,(M-H)-,,,,,,
1689,9.397,,,,1175.7324,6493,-1,Negative,Hemibismonoacylglycerophosphate,HBMP 22:6_22:6_22:6,,C72H105O11P,1176.7395,(M-H)-,1175.7322,0.2,0.2,80.12,HBMP 66:18,1,HBMP 22:6/22:6/22:6,100.0
1690,8.379,,,,1490.0583,6489,-1,Negative,,,,,1491.0656,(M-H)-,,,,,,
1691,13.984,,,,1439.9945,6487,-1,Negative,,,,,1441.0018,(M-H)-,,,,,,
1692,6.532,,,,984.5188,6475,-1,Negative,,,,,985.5261,(M-H)-,,,,,,
1693,6.056,,,,446.3764,6462,-1,Negative,,,,,447.3837,(M-H)-,,,,,,
1694,0.520,,,,207.9689,6458,-1,Negative,,,,,208.9762,(M-H)-,,,,,,
1695,7.564,,,,802.3076,6455,-1,Negative,,,,,803.3148,(M-H)-,,,,,,
1696,9.424,,,,900.6333,6450,-1,Negative,,,,,901.6406,(M-H)-,,,,,,
1697,13.230,,,,1461.9771,6438,-1,Negative,,,,,1462.9844,(M-H)-,,,,,,
1698,8.058,,,,529.5336,6433,-1,Negative,,,,,530.5408,(M-H)-,,,,,,
1699,3.672,,,,704.3362,6424,-1,Negative,,,,,705.3435,(M-H)-,,,,,,
1700,0.475,,,,279.0394,6423,-1,Negative,,,,,280.0467,(M-H)-,,,,,,
1701,6.803,,,,1151.7069,6420,-1,Negative,Ganglioside GM3,GM3 d34:1,,C57H104N2O21,1152.7132,(M-H)-,1151.7059,0.8,0.8,86.88,GM3 d34:1,17,,
1702,2.441,,,,614.3313,6415,-1,Negative,,,,,615.3386,(M-H)-,,,,,,
1703,4.111,,,,744.4227,6415,-1,Negative,,,,,745.4300,(M-H)-,,,,,,
1704,8.449,,,,672.4967,6414,-1,Negative,,,,,673.5040,(M-H)-,,,,,,
1705,2.219,,,,552.3300,6413,-1,Negative,,,,,553.3373,(M-H)-,,,,,,
1706,10.174,,,,1147.7834,6409,-1,Negative,,,,,1148.7906,(M-H)-,,,,,,
1707,3.093,,,,592.3621,6405,-1,Negative,Lysophophatidylcholine,LPC 20:2/0:0,,C28H54NO7P,547.3638,(M+CHO2)-,592.3620,0.2,0.2,78.43,LPC 20:2,1,LPC 20:2,100.0
1708,11.427,,,,940.6704,6394,-1,Negative,,,,,941.6776,(M-H)-,,,,,,
1709,13.252,,,,1419.9262,6371,-1,Negative,,,,,1420.9335,(M-H)-,,,,,,
1710,3.920,,,,297.1532,6363,-1,Negative,,,,,298.1605,(M-H)-,,,,,,
1711,7.210,,,,841.5466,6362,-1,Negative,,,,,842.5539,(M-H)-,,,,,,
1712,9.588,,,,602.5110,6362,-1,Negative,,,,,603.5183,(M-H)-,,,,,,
1713,7.701,,,,636.2780,6348,-1,Negative,,,,,637.2853,(M-H)-,,,,,,
1714,9.973,,,,682.5989,6343,-1,Negative,,,,,683.6062,(M-H)-,,,,,,
1715,0.537,,,,308.0330,6341,-1,Negative,,,,,309.0402,(M-H)-,,,,,,
1716,3.795,,,,439.2078,6340,-1,Negative,,,,,440.2151,(M-H)-,,,,,,
1717,8.965,,,,1492.0749,6328,-1,Negative,,,,,1493.0822,(M-H)-,,,,,,
1718,10.115,,,,640.5433,6321,-1,Negative,,,,,641.5505,(M-H)-,,,,,,
1719,2.681,,,,528.2605,6307,-1,Negative,,,,,529.2678,(M-H)-,,,,,,
1720,2.776,,,,513.3689,6305,-1,Negative,,,,,514.3761,(M-H)-,,,,,,
1721,4.287,,,,541.3685,6300,-1,Negative,,,,,542.3758,(M-H)-,,,,,,
1722,7.194,,,,830.4948,6298,-1,Negative,,,,,831.5021,(M-H)-,,,,,,
1723,7.065,,,,898.5449,6290,-1,Negative,,,,,899.5522,(M-H)-,,,,,,
1724,9.666,,,,897.6320,6284,-1,Negative,,,,,898.6392,(M-H)-,,,,,,
1725,10.699,,,,964.6321,6278,-1,Negative,,,,,965.6394,(M-H)-,,,,,,
1726,8.474,,,,830.3382,6273,-1,Negative,,,,,831.3455,(M-H)-,,,,,,
1727,11.843,,,,938.6906,6266,-1,Negative,,,,,939.6979,(M-H)-,,,,,,
1728,8.903,,,,767.4646,6254,-2,Negative,,,,,1536.9438,(M-2H)-2,,,,,,
1729,13.024,,,,1443.9344,6245,-1,Negative,,,,,1444.9416,(M-H)-,,,,,,
1730,0.702,,,,491.2418,6244,-1,Negative,,,,,492.2491,(M-H)-,,,,,,
1731,5.683,,,,801.4137,6243,-1,Negative,,,,,802.4210,(M-H)-,,,,,,
1732,1.460,,,,291.1999,6227,-1,Negative,,,,,292.2071,(M-H)-,,,,,,
1733,9.943,,,,1249.8142,6218,-1,Negative,,,,,1250.8215,(M-H)-,,,,,,
1734,1.231,,,,408.2215,6214,-1,Negative,,,,,409.2288,(M-H)-,,,,,,
1735,8.968,,,,772.5945,6210,-1,Negative,,,,,773.6017,(M-H)-,,,,,,
1736,8.742,,,,699.4972,6208,-1,Negative,,,,,700.5045,(M-H)-,,,,,,
1737,4.063,,,,627.3519,6205,-1,Negative,Lysophosphatidylinositol,LPI 20:0,,C29H57O12P,628.3588,(M-H)-,627.3515,0.6,0.6,72.92,LPI 20:0,1,LPI 20:0,100.0
1738,6.506,,,,843.5018,6204,-1,Negative,Phosphatidylinositol,PI 15:0_20:4,,C44H77O13P,844.5102,(M-H)-,843.5029,-1.3,1.3,74.50,PI 35:4,2,PI 15:0/20:4,60.9
1739,11.367,,,,766.6182,6199,-1,Negative,,,,,767.6255,(M-H)-,,,,,,
1740,6.228,,,,710.4265,6196,-1,Negative,,,,,711.4338,(M-H)-,,,,,,
1741,5.687,,,,733.4279,6191,-1,Negative,,,,,734.4352,(M-H)-,,,,,,
1742,1.442,,,,501.3006,6188,-1,Negative,,,,,502.3078,(M-H)-,,,,,,
1743,3.653,,,,457.1909,6183,-1,Negative,,,,,458.1982,(M-H)-,,,,,,
1744,9.514,,,,1235.7997,6180,-1,Negative,Ganglioside GM3,GM3 d40:1,,C63H116N2O21,1236.8071,(M-H)-,1235.7998,-0.1,0.1,78.40,GM3 d40:1,29,,
1745,16.282,,,,792.8597,6180,-1,Negative,,,,,793.8670,(M-H)-,,,,,,
1746,2.874,,,,485.3375,6173,-1,Negative,,,,,486.3448,(M-H)-,,,,,,
1747,14.307,,,,1128.8606,6172,-2,Negative,,,,,2259.7357,(M-2H)-2,,,,,,
1748,3.927,,,,761.5377,6171,-1,Negative,,,,,762.5450,(M-H)-,,,,,,
1749,3.517,,,,601.3139,6163,-1,Negative,,,,,602.3212,(M-H)-,,,,,,
1750,9.259,,,,864.5365,6163,-1,Negative,,,,,865.5438,(M-H)-,,,,,,
1751,11.041,,,,776.6022,6162,-1,Negative,,,,,777.6094,(M-H)-,,,,,,
1752,14.165,,,,1375.9641,6160,-1,Negative,Cardiolipin,CL 66:2,,C75H142O17P2,1376.9722,(M-H)-,1375.9649,-0.6,0.6,68.97,CL 66:2,6,,
1753,5.818,,,,866.5541,6155,-1,Negative,,,,,867.5613,(M-H)-,,,,,,
1754,6.680,,,,896.4661,6154,-1,Negative,,,,,897.4734,(M-H)-,,,,,,
1755,6.990,,,,884.5060,6137,-1,Negative,,,,,885.5132,(M-H)-,,,,,,
1756,11.136,,,,938.6851,6129,-1,Negative,,,,,939.6924,(M-H)-,,,,,,
1757,3.930,,,,412.2895,6128,-1,Negative,,,,,413.2968,(M-H)-,,,,,,
1758,0.648,,,,529.2844,6120,-1,Negative,,,,,530.2917,(M-H)-,,,,,,
1759,11.589,,,,929.6929,6115,-1,Negative,,,,,930.7002,(M-H)-,,,,,,
1760,10.332,,,,993.6516,6111,-1,Negative,,,,,994.6589,(M-H)-,,,,,,
1761,5.596,,,,716.4353,6111,-1,Negative,,,,,717.4426,(M-H)-,,,,,,
1762,10.109,,,,737.5935,6106,-1,Negative,,,,,738.6007,(M-H)-,,,,,,
1763,11.300,,,,826.6772,6093,-1,Negative,,,,,827.6844,(M-H)-,,,,,,
1764,9.579,,,,891.5963,6092,-1,Negative,Phosphatidylinositol,PI 18:0_20:1,,C47H89O13P,892.6041,(M-H)-,891.5968,-0.6,0.6,87.32,PI 38:1,1,PI 18:0/20:1,100.0
1765,5.898,,,,662.4637,6088,-1,Negative,,,,,663.4709,(M-H)-,,,,,,
1766,16.120,,,,580.9641,6086,-1,Negative,,,,,581.9714,(M-H)-,,,,,,
1767,10.400,,,,990.7105,6078,-1,Negative,,,,,991.7178,(M-H)-,,,,,,
1768,6.827,,,,790.5025,6078,-1,Negative,,,,,791.5098,(M-H)-,,,,,,
1769,2.703,,,,596.3261,6075,-1,Negative,,,,,597.3334,(M-H)-,,,,,,
1770,7.198,,,,916.5717,6072,-1,Negative,,,,,917.5790,(M-H)-,,,,,,
1771,2.328,,,,480.3098,6068,-1,Negative,,,,,481.3171,(M-H)-,,,,,,
1772,3.481,,,,595.3188,6063,-1,Negative,,,,,596.3261,(M-H)-,,,,,,
1773,0.650,,,,415.2341,6059,-1,Negative,,,,,416.2414,(M-H)-,,,,,,
1774,5.535,,,,909.4893,6059,-1,Negative,,,,,910.4966,(M-H)-,,,,,,
1775,14.317,,,,994.8350,6056,-1,Negative,,,,,995.8423,(M-H)-,,,,,,
1776,8.873,,,,864.6125,6045,-1,Negative,,,,,865.6198,(M-H)-,,,,,,
1777,2.149,,,,583.2939,6043,-1,Negative,,,,,584.3012,(M-H)-,,,,,,
1778,8.399,,,,1476.0443,6025,-1,Negative,,,,,1477.0516,(M-H)-,,,,,,
1779,6.620,,,,836.5227,6019,-1,Negative,,,,,837.5299,(M-H)-,,,,,,
1780,7.765,,,,773.5807,6007,-1,Negative,Sphingomyelin,SM d36:2,,C41H81N2O6P,728.5832,(M+CHO2)-,773.5814,-1.0,1.0,72.74,SM d36:2,25,,
1781,1.820,,,,503.3165,5995,-1,Negative,,,,,504.3237,(M-H)-,,,,,,
1782,7.214,,,,1476.0031,5989,-1,Negative,,,,,1477.0104,(M-H)-,,,,,,
1783,5.369,,,,1063.4480,5984,-1,Negative,,,,,1064.4553,(M-H)-,,,,,,
